list-il-none,2,8,1,48, 71283, 1485
list-il-none,2,16,1,96, 129292, 1346
list-il-none,2,32,1,192, 414192, 2157
list-il-none,4,1,1,12, 97050, 8087
list-il-none,4,2,1,24, 104480, 4353
list-il-none,4,4,1,48, 108165, 2253
list-il-none,4,8,1,96, 124632, 1298
list-il-none,8,1,1,24, 239487, 9978
list-il-none,8,2,1,48, 239237, 4984
list-il-none,8,4,1,96, 232411, 2420
list-il-none,8,8,1,192, 250750, 1305
list-il-none,12,1,1,36, 338039, 9389
list-il-none,12,2,1,72, 313411, 4352
list-il-none,12,4,1,144, 305598, 2122
list-dl-none,2,1,1,6, 59335, 9889
list-dl-none,2,2,1,12, 70467, 5872
list-dl-none,2,4,1,24, 95483, 3978
list-dl-none,2,8,1,48, 78268, 1630
list-dl-none,2,16,1,96, 92369, 962
list-dl-none,2,32,1,192, 137071, 713
list-dl-none,4,1,1,12, 125873, 10489
list-dl-none,4,2,1,24, 119421, 4975
list-dl-none,4,4,1,48, 123183, 2566
list-dl-none,4,8,1,96, 133556, 1391
list-dl-none,4,16,1,192, 154601, 805
list-dl-none,8,1,1,24, 250915, 10454
list-dl-none,8,2,1,48, 234642, 4888
list-dl-none,8,4,1,96, 240177, 2501
list-dl-none,8,8,1,192, 244017, 1270
list-dl-none,8,16,1,384, 253269, 659
list-dl-none,12,1,1,36, 375061, 10418
list-dl-none,12,2,1,72, 382283, 5309
list-dl-none,12,4,1,144, 360007, 2500
list-dl-none,12,8,1,288, 342809, 1190
list-dl-none,12,16,1,576, 436637, 758
list-i-m,12,32,1,1152, 10822737, 9394
list-d-m,12,32,1,1152, 1434048, 1244
list-il-m,12,32,1,1152, 20853317, 18101
list-dl-m,12,32,1,1152, 2173695, 1886
list-i-s,12,32,1,1152, 23726541, 20595
list-d-s,12,32,1,1152, 1839494, 1596
list-il-s,12,32,1,1152, 24093845, 20914
list-dl-s,12,32,1,1152, 1954667, 1696
list-none-none,1,1000,1,3000, 2791951, 930
list-none-m,1,1000,1,3000, 2872830, 957
list-none-m,2,1000,1,6000, 7160230, 1193
list-none-m,4,1000,1,12000, 49079124, 4089
list-none-m,8,1000,1,24000, 179081624, 7461
list-none-m,12,1000,1,36000, 373793876, 10383
list-none-m,16,1000,1,48000, -348068165, -7251
list-none-m,24,1000,1,72000, 104029246, 1444
list-none-s,1,1000,1,3000, 2573157, 857
list-none-s,2,1000,1,6000, 10496398, 1749
list-none-s,4,1000,1,12000, 37784911, 3148
list-none-s,8,1000,1,24000, 156981827, 6540
list-none-s,12,1000,1,36000, -738690498, -20519
list-none-s,16,1000,1,48000, 452220995, 9421
list-none-s,24,1000,1,72000, 165097107, 2293
list-none-none,1,10,1,30, 51624, 1720
list-none-none,1,100,1,300, 76630, 255
list-none-none,1,1000,1,3000, 2509609, 836
list-none-none,1,10000,1,30000, 254665532, 8488
list-none-none,1,20000,1,60000, 5426925, 90
list-none-none,2,1,1,6, 81685, 13614
list-none-none,2,10,1,60, 66275, 1104
list-none-none,4,1,1,12, 110688, 9224
list-none-none,4,10,1,120, 113384, 944
list-none-none,8,1,1,24, 231308, 9637
list-none-none,8,10,1,240, 279566, 1164
list-none-none,12,1,1,36, 328321, 9120
list-none-none,12,10,1,360, 324832, 902
list-i-none,2,1,1,6, 63477, 10579
list-i-none,2,2,1,12, 64595, 5382
list-i-none,2,4,1,24, 65768, 2740
list-i-none,2,8,1,48, 73545, 1532
list-i-none,2,32,1,192, 383081, 1995
list-i-none,4,1,1,12, 99704, 8308
list-i-none,4,2,1,24, 107688, 4487
list-i-none,4,4,1,48, 107310, 2235
list-i-none,4,8,1,96, 114210, 1189
list-i-none,4,16,1,192, 269556, 1403
list-i-none,8,1,1,24, 214396, 8933
list-i-none,8,2,1,48, 241856, 5038
list-i-none,8,4,1,96, 231782, 2414
list-i-none,8,8,1,192, 265102, 1380
list-i-none,12,1,1,36, 329653, 9157
list-i-none,12,2,1,72, 328733, 4565
list-i-none,12,4,1,144, 342653, 2379
list-i-none,12,8,1,288, 414386, 1438
list-d-none,2,1,1,6, 60284, 10047
list-d-none,2,2,1,12, 65884, 5490
list-d-none,2,4,1,24, 66699, 2779
list-d-none,2,8,1,48, 69550, 1448
list-d-none,2,16,1,96, 65517, 682
list-d-none,2,32,1,192, 77410, 403
list-d-none,4,1,1,12, 113885, 9490
list-d-none,4,2,1,24, 116983, 4874
list-d-none,4,4,1,48, 107849, 2246
list-d-none,4,8,1,96, 120275, 1252
list-d-none,4,16,1,192, 130810, 681
list-d-none,8,1,1,24, 221972, 9248
list-d-none,8,2,1,48, 221095, 4606
list-d-none,8,4,1,96, 238823, 2487
list-d-none,8,8,1,192, 219147, 1141
list-d-none,8,16,1,384, 217829, 567
list-d-none,12,1,1,36, 332781, 9243
list-d-none,12,2,1,72, 344298, 4781
list-d-none,12,4,1,144, 344308, 2391
list-d-none,12,8,1,288, 310241, 1077
list-d-none,12,16,1,576, 343164, 595
list-il-none,2,1,1,6, 60390, 10065
list-il-none,2,2,1,12, 65951, 5495
list-il-none,2,4,1,24, 61422, 2559
list-il-none,2,16,1,96, 109568, 1141
list-il-none,2,32,1,192, 239276, 1246
list-il-none,4,1,1,12, 127538, 10628
list-il-none,4,2,1,24, 104253, 4343
list-il-none,4,4,1,48, 1383200, 28816
list-il-none,4,8,1,96, 123892, 1290
list-il-none,4,16,1,192, 214328, 1116
list-il-none,8,1,1,24, 205344, 8556
list-il-none,8,2,1,48, 229446, 4780
list-il-none,8,4,1,96, 226014, 2354
list-il-none,8,8,1,192, 260994, 1359
list-il-none,12,1,1,36, 309294, 8591
list-il-none,12,2,1,72, 340765, 4732
list-il-none,12,4,1,144, 338035, 2347
list-il-none,12,8,1,288, 337773, 1172
list-dl-none,2,1,1,6, 58441, 9740
list-dl-none,2,2,1,12, 53466, 4455
list-dl-none,2,4,1,24, 69508, 2896
list-dl-none,2,8,1,48, 71591, 1491
list-dl-none,2,16,1,96, 88801, 925
list-dl-none,2,32,1,192, 120662, 628
list-dl-none,4,1,1,12, 127580, 10631
list-dl-none,4,2,1,24, 128752, 5364
list-dl-none,4,4,1,48, 122705, 2556
list-dl-none,4,8,1,96, 130011, 1354
list-dl-none,4,16,1,192, 126432, 658
list-dl-none,8,1,1,24, 225778, 9407
list-dl-none,8,2,1,48, 243530, 5073
list-dl-none,8,4,1,96, 224875, 2342
list-dl-none,8,8,1,192, 246147, 1282
list-dl-none,8,16,1,384, 254579, 662
list-dl-none,12,1,1,36, 325666, 9046
list-dl-none,12,2,1,72, 378803, 5261
list-dl-none,12,4,1,144, 311153, 2160
list-dl-none,12,8,1,288, 321700, 1117
list-dl-none,12,16,1,576, 358662, 622
list-i-m,12,32,1,1152, 7878412, 6838
list-d-m,12,32,1,1152, 1463903, 1270
list-il-m,12,32,1,1152, 19132329, 16607
list-dl-m,12,32,1,1152, 2049604, 1779
list-i-s,12,32,1,1152, 31629798, 27456
list-d-s,12,32,1,1152, 373892, 324
list-il-s,12,32,1,1152, 30000563, 26042
list-dl-s,12,32,1,1152, 1281130, 1112
list-none-none,1,1000,1,3000, 2531219, 843
list-none-m,1,1000,1,3000, 2602129, 867
list-none-m,2,1000,1,6000, 12661981, 2110
list-none-m,4,1000,1,12000, 46470008, 3872
list-none-m,8,1000,1,24000, -821438789, -34226
list-none-m,12,1000,1,36000, 383875044, 10663
list-none-m,16,1000,1,48000, -327725923, -6827
list-none-m,24,1000,1,72000, 377739060, 5246
list-none-s,1,1000,1,3000, 2571072, 857
list-none-s,2,1000,1,6000, 11090536, 1848
list-none-s,4,1000,1,12000, 35897056, 2991
list-none-s,8,1000,1,24000, 160877331, 6703
list-none-s,12,1000,1,36000, -718530286, -19959
list-none-s,16,1000,1,48000, 561677646, 11701
list-none-s,24,1000,1,72000, 271617061, 3772
list-none-none,1,10,1,30, 53113, 1770
list-none-none,1,100,1,300, 76170, 253
list-none-none,1,1000,1,3000, 2506919, 835
list-none-none,1,10000,1,30000, 249492833, 8316
list-none-none,1,20000,1,60000, 1184202, 19
list-none-none,2,1,1,6, 72348, 12058
list-none-none,2,10,1,60, 89158, 1485
list-none-none,4,1,1,12, 102052, 8504
list-none-none,4,10,1,120, 102880, 857
list-none-none,8,1,1,24, 235579, 9815
list-none-none,8,10,1,240, 238640, 994
list-none-none,12,1,1,36, 337203, 9366
list-none-none,12,10,1,360, 370489, 1029
list-i-none,2,1,1,6, 75092, 12515
list-i-none,2,2,1,12, 60158, 5013
list-i-none,2,4,1,24, 60990, 2541
list-i-none,2,8,1,48, 72148, 1503
list-i-none,2,16,1,96, 160867, 1675
list-i-none,2,32,1,192, 509382, 2653
list-i-none,4,1,1,12, 98928, 8244
list-i-none,4,2,1,24, 125011, 5208
list-i-none,4,4,1,48, 110824, 2308
list-i-none,4,8,1,96, 122324, 1274
list-i-none,4,16,1,192, 275220, 1433
list-i-none,8,1,1,24, 239136, 9964
list-i-none,8,2,1,48, 271594, 5658
list-i-none,8,4,1,96, 295723, 3080
list-i-none,8,8,1,192, 298153, 1552
list-i-none,8,16,1,384, 549403, 1430
list-i-none,12,1,1,36, 368153, 10226
list-i-none,12,2,1,72, 419394, 5824
list-i-none,12,4,1,144, 398343, 2766
list-i-none,12,8,1,288, 372927, 1294
list-d-none,2,1,1,6, 73342, 12223
list-d-none,2,2,1,12, 73101, 6091
list-d-none,2,4,1,24, 74858, 3119
list-d-none,2,8,1,48, 77166, 1607
list-d-none,2,16,1,96, 79364, 826
list-d-none,2,32,1,192, 88062, 458
list-d-none,4,1,1,12, 113621, 9468
list-d-none,4,2,1,24, 119454, 4977
list-d-none,4,4,1,48, 104216, 2171
list-d-none,4,8,1,96, 121055, 1260
list-d-none,4,16,1,192, 118251, 615
list-d-none,8,1,1,24, 249137, 10380
list-d-none,8,2,1,48, 248502, 5177
list-d-none,8,4,1,96, 231313, 2409
list-d-none,8,8,1,192, 233331, 1215
list-d-none,8,16,1,384, 236182, 615
list-d-none,12,1,1,36, 326278, 9063
list-d-none,12,2,1,72, 322062, 4473
list-d-none,12,4,1,144, 352485, 2447
list-d-none,12,8,1,288, 295330, 1025
list-d-none,12,16,1,576, 332874, 577
list-il-none,2,1,1,6, 59290, 9881
list-il-none,2,2,1,12, 61155, 5096
list-il-none,2,4,1,24, 62691, 2612
list-il-none,2,8,1,48, 70407, 1466
list-il-none,2,16,1,96, 105797, 1102
list-il-none,2,32,1,192, 250417, 1304
list-il-none,4,1,1,12, 113651, 9470
list-il-none,4,2,1,24, 116365, 4848
list-il-none,4,4,1,48, 110946, 2311
list-il-none,8,1,1,24, 232468, 9686
list-il-none,8,2,1,48, 219179, 4566
list-il-none,8,4,1,96, 221345, 2305
list-il-none,8,8,1,192, 261600, 1362
list-il-none,12,1,1,36, 316389, 8788
list-il-none,12,2,1,72, 1554290, 21587
list-il-none,12,8,1,288, 391778, 1360
list-dl-none,2,1,1,6, 63619, 10603
list-dl-none,2,2,1,12, 62418, 5201
list-dl-none,2,4,1,24, 70187, 2924
list-dl-none,2,8,1,48, 74044, 1542
list-dl-none,2,16,1,96, 81774, 851
list-dl-none,2,32,1,192, 105751, 550
list-dl-none,4,1,1,12, 102584, 8548
list-dl-none,4,2,1,24, 129801, 5408
list-dl-none,4,4,1,48, 118713, 2473
list-dl-none,4,8,1,96, 111012, 1156
list-dl-none,4,16,1,192, 130427, 679
list-dl-none,8,1,1,24, 230761, 9615
list-dl-none,8,2,1,48, 238953, 4978
list-dl-none,8,4,1,96, 254224, 2648
list-dl-none,8,8,1,192, 238778, 1243
list-dl-none,8,16,1,384, 274802, 715
list-dl-none,12,1,1,36, 330007, 9166
list-dl-none,12,2,1,72, 360849, 5011
list-dl-none,12,4,1,144, 341932, 2374
list-dl-none,12,8,1,288, 339354, 1178
list-dl-none,12,16,1,576, 375053, 651
list-i-m,12,32,1,1152, 6670354, 5790
list-d-m,12,32,1,1152, 1316491, 1142
list-il-m,12,32,1,1152, 15969225, 13862
list-dl-m,12,32,1,1152, 2484644, 2156
list-i-s,12,32,1,1152, 29791707, 25860
list-d-s,12,32,1,1152, 1352283, 1173
list-il-s,12,32,1,1152, 21932488, 19038
list-dl-s,12,32,1,1152, 1650870, 1433
list-none-none,1,1000,1,3000, 2519645, 839
list-none-m,1,1000,1,3000, 2630773, 876
list-none-m,2,1000,1,6000, 12839769, 2139
list-none-m,4,1000,1,12000, 46825367, 3902
list-none-m,8,1000,1,24000, 175547818, 7314
list-none-m,12,1000,1,36000, 312630215, 8684
list-none-m,16,1000,1,48000, -425624571, -8867
list-none-m,24,1000,1,72000, 203809699, 2830
list-none-s,1,1000,1,3000, 2537131, 845
list-none-s,2,1000,1,6000, 11052766, 1842
list-none-s,4,1000,1,12000, 38205509, 3183
list-none-s,8,1000,1,24000, 120494106, 5020
list-none-s,12,1000,1,36000, 315176957, 8754
list-none-s,16,1000,1,48000, -542897289, -11310
list-none-s,24,1000,1,72000, 384697834, 5343
list-none-none,1,10,1,30, 47132, 1571
list-none-none,1,100,1,300, 76708, 255
list-none-none,1,1000,1,3000, 2532603, 844
list-none-none,1,10000,1,30000, 255288187, 8509
list-none-none,1,20000,1,60000, 2891575, 48
list-none-none,2,1,1,6, 76563, 12760
list-none-none,2,10,1,60, 66389, 1106
list-none-none,4,1,1,12, 115768, 9647
list-none-none,4,10,1,120, 126053, 1050
list-none-none,8,1,1,24, 210965, 8790
list-none-none,8,10,1,240, 229066, 954
list-none-none,12,1,1,36, 310852, 8634
list-none-none,12,10,1,360, 339300, 942
list-i-none,2,1,1,6, 62069, 10344
list-i-none,2,2,1,12, 68767, 5730
list-i-none,2,4,1,24, 77640, 3235
list-i-none,2,8,1,48, 111643, 2325
list-i-none,2,16,1,96, 141432, 1473
list-i-none,2,32,1,192, 377827, 1967
list-i-none,4,1,1,12, 107800, 8983
list-i-none,4,2,1,24, 111515, 4646
list-i-none,4,4,1,48, 106615, 2221
list-i-none,4,8,1,96, 118162, 1230
list-i-none,8,1,1,24, 218744, 9114
list-i-none,8,2,1,48, 223483, 4655
list-i-none,8,4,1,96, 261328, 2722
list-i-none,8,8,1,192, 293323, 1527
list-i-none,12,1,1,36, 320615, 8905
list-i-none,12,2,1,72, 311975, 4332
list-i-none,12,8,1,288, 346464, 1203
list-d-none,2,1,1,6, 64018, 10669
list-d-none,2,2,1,12, 69902, 5825
list-d-none,2,4,1,24, 70075, 2919
list-d-none,2,8,1,48, 84962, 1770
list-d-none,2,16,1,96, 114816, 1196
list-d-none,2,32,1,192, 118245, 615
list-d-none,4,1,1,12, 124657, 10388
list-d-none,4,2,1,24, 115726, 4821
list-d-none,4,4,1,48, 130649, 2721
list-d-none,4,8,1,96, 138997, 1447
list-d-none,4,16,1,192, 137130, 714
list-d-none,8,1,1,24, 232053, 9668
list-d-none,8,2,1,48, 252007, 5250
list-d-none,8,4,1,96, 258098, 2688
list-d-none,8,8,1,192, 452793, 2358
list-d-none,8,16,1,384, 284696, 741
list-d-none,12,1,1,36, 1683154, 46754
list-d-none,12,2,1,72, 365951, 5082
list-d-none,12,4,1,144, 432041, 3000
list-d-none,12,8,1,288, 316614, 1099
list-d-none,12,16,1,576, 339346, 589
list-il-none,2,1,1,6, 67220, 11203
list-il-none,2,2,1,12, 71767, 5980
list-il-none,2,4,1,24, 66764, 2781
list-il-none,2,8,1,48, 282723, 5890
list-il-none,2,16,1,96, 139965, 1457
list-il-none,2,32,1,192, 417506, 2174
list-il-none,4,1,1,12, 113080, 9423
list-il-none,4,2,1,24, 126243, 5260
list-il-none,4,4,1,48, 330572, 6886
list-il-none,4,8,1,96, 141799, 1477
list-il-none,4,16,1,192, 191782, 998
list-il-none,8,1,1,24, 231706, 9654
list-il-none,8,2,1,48, 245171, 5107
list-il-none,8,4,1,96, 246129, 2563
list-il-none,8,8,1,192, 257241, 1339
list-il-none,12,1,1,36, 359372, 9982
list-il-none,12,2,1,72, 339640, 4717
list-il-none,12,4,1,144, 337597, 2344
list-dl-none,2,1,1,6, 68737, 11456
list-dl-none,2,2,1,12, 62370, 5197
list-dl-none,2,4,1,24, 65904, 2746
list-dl-none,2,8,1,48, 76680, 1597
list-dl-none,2,16,1,96, 89423, 931
list-dl-none,2,32,1,192, 111101, 578
list-dl-none,4,1,1,12, 130645, 10887
